,RAZON SOCIAL,FECHA,PAIS ORIGEN,VIA TRANSPORTE,PAIS DESTINO,FOB U$S,FLETE U$S,TOTAL KGS NETO
599,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-12-18,INDONESIA,MARITIMO,ECUADOR,135397.42,30021.6,1724185.5015576323
600,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2013-10-31,UNITED STATES,MARITIMO,ECUADOR,97280.0,17280.0,304000.0
605,FERMAGRI S.A.,2014-01-30,RUSSIAN FEDERATION,CARRETERA,ECUADOR,100400.0,8000.0,240000.0
606,AGRIPAC S.A.,2014-02-03,INDONESIA,CARRETERA,ECUADOR,87344.0,12228.71,206000.0
607,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2013-10-31,INDONESIA,MARITIMO,ECUADOR,92160.0,16200.0,288000.0
608,DELCORP S.A.,2014-02-03,CHINA,CARRETERA,ECUADOR,108000.0,7200.0,240000.0
609,AGRIPAC S.A.,2014-02-06,INDONESIA,CARRETERA,ECUADOR,100064.0,14004.37,236000.0
610,BRENNTAG ECUADOR S.A.,2014-01-02,MALAYSIA,MARITIMO,ECUADOR,96415.59,8185.0,252750.0
611,FERMAGRI S.A.,2014-02-06,PERU,CARRETERA,ECUADOR,108700.0,8000.0,260000.0
612,AGRIPAC S.A.,2014-02-10,PERU,CARRETERA,ECUADOR,100064.0,14004.37,236000.0
613,IMPORTEN CIA LTDA,2014-02-08,MALAYSIA,CARRETERA,ECUADOR,53400.0,2250.0,120000.0
614,DELCORP S.A.,2014-02-11,CHINA,CARRETERA,ECUADOR,121500.0,7200.0,270000.0
615,AGRIPAC S.A.,2014-01-20,UNITED STATES,MARITIMO,ECUADOR,738790.38,139748.59,2085800.0
616,RODRIGUEZ ESPINOSA JOSE LUIS,2014-02-13,PERU,CARRETERA,ECUADOR,40100.0,2500.0,89618.0
617,IMPORTEN CIA LTDA,2014-02-15,UNITED STATES,CARRETERA,ECUADOR,40330.8,2269.2,89050.0
618,LUZURIAGA VARGAS JULIO CESAR,2014-02-18,MALAYSIA,CARRETERA,ECUADOR,20800.0,878.49,60000.0
619,LUZURIAGA VARGAS JULIO CESAR,2014-02-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,20800.0,600.29,60000.0
623,AGRIPAC S.A.,2014-01-20,INDONESIA,MARITIMO,ECUADOR,1936460.12,312225.78,5501776.0
624,DELCORP S.A.,2014-01-20,INDONESIA,MARITIMO,ECUADOR,1955056.12,312225.78,5501776.0
625,IMPORTEN CIA LTDA,2014-02-19,RUSSIAN FEDERATION,CARRETERA,ECUADOR,13490.4,984.6,90000.0
626,IMPORTEN CIA LTDA,2014-02-19,INDONESIA,CARRETERA,ECUADOR,26840.4,984.6,95102.35294117648
627,CERTAINCORP S.A.,2014-02-26,UNITED STATES,CARRETERA,ECUADOR,12400.0,1500.0,30003.0
628,IMPORTEN CIA LTDA,2014-02-25,UNITED STATES,CARRETERA,ECUADOR,39730.8,1969.2,90190.0
629,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-02-25,RUSSIAN FEDERATION,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
630,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-02-28,UNITED STATES,CARRETERA,ECUADOR,27440.0,1500.0,60000.0
631,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-05,PERU,CARRETERA,ECUADOR,45.7,6.32,240100.0
632,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-05,PERU,CARRETERA,ECUADOR,109680.0,15160.82,1888389.9375
633,FERMAGRI S.A.,2014-02-27,MALAYSIA,CARRETERA,ECUADOR,135500.0,7200.0,299600.0
634,MERCK C A,2014-02-26,INDONESIA,AEREA,ECUADOR,163.29,22.84,530.0
635,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-06,MALAYSIA,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
636,CERTAINCORP S.A.,2014-03-07,UNITED STATES,CARRETERA,ECUADOR,26500.0,3000.0,60006.0
637,MARTINEZ BARVA MARIA,2014-03-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,26000.0,500.0,50000.0
638,RODRIGUEZ ESPINOSA JOSE LUIS,2014-03-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,26400.0,1250.0,90150.0
639,RODRIGUEZ ESPINOSA JOSE LUIS,2014-03-06,CHINA,CARRETERA,ECUADOR,13200.0,1000.0,89721.0
640,IMPORTEN CIA LTDA,2014-03-05,PERU,CARRETERA,ECUADOR,14080.0,1000.0,91940.0
641,IMPORTEN CIA LTDA,2014-03-05,PERU,CARRETERA,ECUADOR,26400.0,1550.0,95102.35294117648
642,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-07,CHINA,CARRETERA,ECUADOR,27440.0,1500.0,60000.0
643,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-10,MALAYSIA,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
644,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-26,MALAYSIA,MARITIMO,ECUADOR,278625.0,21720.0,1450000.0
645,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-26,MALAYSIA,MARITIMO,ECUADOR,278625.0,21720.0,1724185.5015576323
646,IMPORTEN CIA LTDA,2014-03-08,PERU,CARRETERA,ECUADOR,13200.0,750.0,90190.0
647,IMPORTEN CIA LTDA,2014-03-08,CHINA,CARRETERA,ECUADOR,26400.0,1500.0,95102.35294117648
648,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-03-10,PERU,CARRETERA,ECUADOR,53774.4,5625.6,120000.0
649,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-07,RUSSIAN FEDERATION,CARRETERA,ECUADOR,27440.0,1500.0,60000.0
650,CERTAINCORP S.A.,2014-03-12,CHINA,CARRETERA,ECUADOR,26500.0,3000.0,60006.0
651,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-13,CHINA,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
652,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,278625.0,15000.0,725000.0
653,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-26,MALAYSIA,MARITIMO,ECUADOR,203665.0,16530.0,550000.0
654,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-13,UNITED STATES,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
655,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-02-09,UNITED STATES,MARITIMO,ECUADOR,127809.0,9249.0,300000.0
656,FERMAGRI S.A.,2014-02-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,198180.0,31320.0,540000.0
657,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-14,INDONESIA,CARRETERA,ECUADOR,27460.0,3000.0,60000.0
658,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-17,UNITED STATES,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
659,SOLVESA ECUADOR S.A,2014-01-26,INDONESIA,MARITIMO,ECUADOR,117453.6,10475.0,330000.0
660,RODRIGUEZ ESPINOSA JOSE LUIS,2014-03-15,UNITED STATES,CARRETERA,ECUADOR,13200.0,1000.0,90000.0
661,RODRIGUEZ ESPINOSA JOSE LUIS,2014-03-15,MALAYSIA,CARRETERA,ECUADOR,26400.0,1250.0,89721.0
662,IMPORTEN CIA LTDA,2014-03-14,RUSSIAN FEDERATION,CARRETERA,ECUADOR,13200.0,1000.0,90000.0
663,IMPORTEN CIA LTDA,2014-03-14,INDONESIA,CARRETERA,ECUADOR,26400.0,1250.0,95102.35294117648
664,CERTAINCORP S.A.,2014-03-17,UNITED STATES,CARRETERA,ECUADOR,52900.0,6000.0,120012.0
666,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-18,MALAYSIA,CARRETERA,ECUADOR,27460.0,3000.0,60000.0
667,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-20,PERU,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
668,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-02-19,MALAYSIA,MARITIMO,ECUADOR,210031.59,16530.0,538980.0
669,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-20,RUSSIAN FEDERATION,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
674,IMPORTEN CIA LTDA,2014-03-20,CHINA,CARRETERA,ECUADOR,39600.0,2250.0,90000.0
679,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-02-20,MALAYSIA,MARITIMO,ECUADOR,128152.59,9655.06,300750.0
680,SOLVESA ECUADOR S.A,2014-02-15,CHINA,MARITIMO,ECUADOR,307800.0,48600.0,1100000.0
681,SOLVESA ECUADOR S.A,2014-02-15,PERU,MARITIMO,ECUADOR,110200.0,17400.0,470330.5
687,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-04-04,INDONESIA,AEREA,NO ESPECIFICADO,4.0,2.4,1.6
688,FERMAGRI S.A.,2014-03-04,MALAYSIA,MARITIMO,ECUADOR,188784.0,35568.0,547200.0
689,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-12,PERU,MARITIMO,ECUADOR,606528.0,104832.0,33200.0
690,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-12,MALAYSIA,MARITIMO,ECUADOR,256320.0,50400.0,33000.0
691,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-10,RUSSIAN FEDERATION,MARITIMO,ECUADOR,235463.52,20510.0,512750.0
692,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-03-13,MALAYSIA,MARITIMO,ECUADOR,620000.0,80000.0,2000000.0
693,FERMAGRI S.A.,2014-03-04,MALAYSIA,MARITIMO,ECUADOR,178011.0,29754.0,513000.0
694,FERMAGRI S.A.,2014-03-17,UNITED STATES,MARITIMO,ECUADOR,211370.66,15668.45,503000.0
695,DELCORP S.A.,2014-03-01,CHINA,MARITIMO,ECUADOR,3554584.0,283800.0,8617900.0
696,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-03-17,CHINA,MARITIMO,ECUADOR,229581.25,39512.5,681250.0
697,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2014-03-16,UNITED STATES,MARITIMO,ECUADOR,125136.0,22176.0,316800.0
698,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,357329.12,24315.34,1624000.0
699,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-02,CHINA,MARITIMO,ECUADOR,357329.12,24315.34,1888389.9375
700,MERCK C A,2014-04-06,INDONESIA,AEREA,ECUADOR,89.9,7.16,274.07
701,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-11,UNITED STATES,MARITIMO,ECUADOR,5886330.0,572000.0,14307333.0
702,FERMAGRI S.A.,2014-03-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,180225.0,24030.0,480600.0
703,FERMAGRI S.A.,2014-03-07,PERU,MARITIMO,ECUADOR,10875.0,1450.0,29000.0
709,BROCCOSTELLA S.A.,2014-05-19,UNITED STATES,MARITIMO,ECUADOR,46077.3,3000.0,115476.0
710,FERMAGRI S.A.,2014-05-19,UNITED STATES,MARITIMO,ECUADOR,142308.0,31356.0,482400.0
711,PIÑAS RICAS DEL ECUADOR S.A. PIRECUASA,2014-05-02,UNITED STATES,MARITIMO,ECUADOR,100898.8,6857.2,29200.0
712,FERMAGRI S.A.,2014-05-26,INDONESIA,MARITIMO,ECUADOR,179548.83,16819.97,516760.0
713,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-05-26,PERU,MARITIMO,ECUADOR,331632.0,70560.0,1010240.0
714,SOLVESA ECUADOR S.A,2014-05-25,MALAYSIA,MARITIMO,ECUADOR,333036.0,62640.0,1044000.0
716,BROCCOSTELLA S.A.,2014-05-31,UNITED STATES,MARITIMO,ECUADOR,125634.6,6930.0,315630.0
717,FERMAGRI S.A.,2014-06-09,UNITED STATES,MARITIMO,ECUADOR,94248.0,19448.0,299200.0
718,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-06-08,CHINA,MARITIMO,ECUADOR,170553.59,36288.0,591260.0
719,OTOBAI S.A.,2014-06-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,74986.8,5250.0,202048.0
738,MERCK C A,2014-09-02,UNITED STATES,AEREA,ECUADOR,101.48,80.52,718.13
739,DELCORP S.A.,2014-08-13,PERU,MARITIMO,ECUADOR,53179.0,14000.0,147000.0
740,DELCORP S.A.,2014-08-13,UNITED STATES,MARITIMO,ECUADOR,98761.0,26000.0,273000.0
741,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-08-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,160398.0,33516.0,479864.0
742,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-08-18,UNITED STATES,MARITIMO,ECUADOR,369869.5,71294.08,1096832.0
743,DELCORP S.A.,2014-08-17,MALAYSIA,MARITIMO,ECUADOR,45582.0,13310.0,126000.0
744,DELCORP S.A.,2014-07-31,MALAYSIA,MARITIMO,ECUADOR,49776.65,4985.48,55000.0
745,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-09-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,67939.2,15120.0,202048.0
746,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-09-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,297079.19,57288.0,820446.0
747,FERMAGRI S.A.,2014-09-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,172530.0,16148.43,999000.0
748,FERMAGRI S.A.,2014-09-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,182115.0,17045.57,1314992.8091286307
749,BROCCOSTELLA S.A.,2014-09-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,42061.7,2800.0,136400.0
750,FERMAGRI S.A.,2014-09-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,368483.0,33300.0,999000.0
751,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-09-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,90604.8,17472.0,250224.0
752,REYBANPAC REY BANANO DEL PACIFICO C.L.,2014-09-27,CHINA,MARITIMO,ECUADOR,5713833.5,750750.0,16562579.0
753,FERMAGRI S.A.,2014-09-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,354645.0,33099.0,999000.0
754,MERCK C A,2014-10-26,GERMANY,AEREA,ECUADOR,127.27,61.16,303.12
755,AGRIPAC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,1364925.38,135076.56,13420000.0
756,AGRIPAC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,909947.81,90050.8,3399980.392265193
757,AGRIPAC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,454973.91,45025.4,3399980.392265193
758,AGRIPAC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,1819899.25,180101.95,3399980.392265193
759,AGRIPAC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,365999.62,36220.28,3399980.392265193
760,DELCORP S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,3389720.0,322978.97,8909765.0
761,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,1874752.75,185712.92,5123115.0
762,FERMAGRI S.A.,2014-10-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,199800.0,17935.0,540000.0
763,FERMAGRI S.A.,2014-10-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,169830.0,11900.0,459000.0
764,FERMAGRI S.A.,2014-11-03,RUSSIAN FEDERATION,MARITIMO,ECUADOR,101376.0,20592.0,316800.0
765,FERMAGRI S.A.,2014-10-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,179820.0,16151.0,486000.0
766,FERMAGRI S.A.,2014-10-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,167029.09,15259.0,451430.0
767,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-11-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,375100.0,62700.0,1100000.0
768,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-11-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,370137.59,30067.2,1036800.0
769,DELCORP S.A.,2014-10-26,CHINA,MARITIMO,ECUADOR,66197.25,10350.18,81000.0
770,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-11-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,362880.0,70560.0,1010240.0
771,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-12-17,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
772,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-12-20,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
773,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-11-22,CHINA,MARITIMO,ECUADOR,2307877.0,235950.0,7150000.0
774,AGRIPAC S.A.,2014-11-22,CHINA,MARITIMO,ECUADOR,950756.38,94446.0,13180000.0
775,AGRIPAC S.A.,2014-11-22,CHINA,MARITIMO,ECUADOR,1793880.0,178200.0,3399980.392265193
776,AGRIPAC S.A.,2014-11-22,CHINA,MARITIMO,ECUADOR,909563.62,90354.0,3399980.392265193
777,AGRIPAC S.A.,2014-11-22,CHINA,MARITIMO,ECUADOR,678939.19,71940.0,3399980.392265193
778,SOLVESA ECUADOR S.A,2014-11-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,188910.27,28853.73,544410.0
779,EMPRESA PUBLICA UNIDAD NACIONAL DE ALMACENAMIENTO UNA EP,2014-11-26,CHINA,MARITIMO,ECUADOR,11840052.0,1480500.0,32900000.0
780,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-12-26,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
781,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-12-26,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
782,DELCORP S.A.,2014-11-17,CHINA,MARITIMO,ECUADOR,66197.25,10350.18,81000.0
783,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-12-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,184406.41,38304.0,548568.0
784,MERCK C A,2014-12-24,GERMANY,AEREA,ECUADOR,89.85,26.64,2117.65
785,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-12-29,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
786,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-12-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,157728.69,22344.0,399000.0
787,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,375091.19,36230.4,1065600.0
788,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2015-01-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
789,FERMAGRI S.A.,2014-12-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,210519.0,21735.0,621000.0
790,DELCORP S.A.,2014-11-11,CHINA,MARITIMO,ECUADOR,44131.5,6900.12,54000.0
791,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,184406.41,38304.0,548568.0
792,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-12-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,184406.41,38304.0,548568.0
793,SOLVESA ECUADOR S.A,2014-11-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,157680.0,12528.0,432000.0
794,FERMAGRI S.A.,2014-12-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,353970.0,35910.0,1026000.0
795,FERMAGRI S.A.,2014-12-29,RUSSIAN FEDERATION,MARITIMO,ECUADOR,299367.0,62770.5,965700.0
796,ANDERS ECUADOR CIA. LTDA.,2014-12-05,GERMANY,MARITIMO,ECUADOR,383.0,37.98,978.0
797,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-11-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,159721.2,34030.8,496800.0
798,FERMAGRI S.A.,2015-11-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,280140.0,34510.0,1015000.0
799,DELCORP S.A.,2015-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,480053.09,37050.91,1641600.0
800,FERMAGRI S.A.,2015-11-30,UNITED STATES,MARITIMO,ECUADOR,153725.0,10100.0,537500.0
801,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2015-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,172774.78,11700.42,510874.0
802,RODRIGUEZ ESPINOSA JOSE LUIS,2016-01-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,32160.0,2700.0,96000.0
803,ROSALES CALVA ESTALIN SEBASTIAN,2016-01-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,13600.0,400.0,32000.0
804,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2015-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,182622.53,15463.87,548416.0
805,LUZURIAGA VARGAS JULIO CESAR,2016-01-21,PERU,CARRETERA,ECUADOR,13120.0,666.25,64115.2
806,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2015-12-20,CHINA,MARITIMO,ECUADOR,153625.0,5600.0,500000.0
807,RODRIGUEZ ESPINOSA JOSE LUIS,2016-01-22,RUSSIAN FEDERATION,CARRETERA,ECUADOR,42880.0,3600.0,128000.0
808,DELCORP S.A.,2015-12-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,370567.31,38360.0,1267200.0
809,RODRIGUEZ ESPINOSA JOSE LUIS,2016-01-28,RUSSIAN FEDERATION,CARRETERA,ECUADOR,32160.0,2700.0,96000.0
810,FERMAGRI S.A.,2015-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,128673.0,16762.0,493000.0
811,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2016-01-15,CHINA,MARITIMO,ECUADOR,356816.0,31175.0,1450000.0
812,AGRIPAC S.A.,2016-02-01,CHINA,CARRETERA,ECUADOR,46950.0,8288.5,150000.0
813,AGRIPAC S.A.,2016-02-01,CHINA,CARRETERA,ECUADOR,46950.0,8288.5,150000.0
814,RODRIGUEZ ESPINOSA JOSE LUIS,2016-02-01,RUSSIAN FEDERATION,CARRETERA,ECUADOR,32160.0,2700.0,96000.0
815,AGRIPAC S.A.,2016-02-04,CHINA,CARRETERA,ECUADOR,46950.0,8288.5,150000.0
816,AGRIPAC S.A.,2016-02-04,CHINA,CARRETERA,ECUADOR,46950.0,8288.5,150000.0
817,RODRIGUEZ ESPINOSA JOSE LUIS,2016-02-03,RUSSIAN FEDERATION,CARRETERA,ECUADOR,42880.0,3600.0,128000.0
818,DELCORP S.A.,2016-01-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,88222.0,9680.0,310800.0
819,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-01-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,428345.12,51272.0,1508000.0
820,AGRIPAC S.A.,2016-02-09,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
821,AGRIPAC S.A.,2016-02-09,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
822,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-01-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,287132.0,25350.0,1092000.0
823,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-01-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,151705.73,15463.87,548568.0
824,RUIZ JARAMILLO CRISTOVAL ERNESTO,2016-02-11,PERU,CARRETERA,ECUADOR,3360.0,331.94,52000.0
825,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-01-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,140035.91,16762.0,493000.0
826,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-01-15,CHINA,MARITIMO,ECUADOR,891360.0,77400.0,3600000.0
827,AGRIPAC S.A.,2016-02-15,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
828,AGRIPAC S.A.,2016-02-15,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
829,RODRIGUEZ ESPINOSA JOSE LUIS,2016-02-15,RUSSIAN FEDERATION,CARRETERA,ECUADOR,21248.0,1800.0,64000.0
830,AGRIPAC S.A.,2016-02-18,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
831,AGRIPAC S.A.,2016-02-18,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
832,FERMAGRI S.A.,2016-01-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,128673.0,20840.0,493000.0
833,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-01-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,151705.73,15463.87,548568.0
834,AGRIPAC S.A.,2016-02-22,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
835,AGRIPAC S.A.,2016-02-22,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
836,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-01-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,203585.2,41059.2,1622200.0
837,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-01-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,182498.41,36806.4,1724185.5015576323
838,AGRIPAC S.A.,2016-02-25,CHINA,CARRETERA,ECUADOR,43820.0,5000.0,140000.0
839,AGRIPAC S.A.,2016-02-25,CHINA,CARRETERA,ECUADOR,18780.0,2000.0,60000.0
