,RAZON SOCIAL,FECHA,PAIS ORIGEN,VIA TRANSPORTE,PAIS DESTINO,FOB U$S,FLETE U$S,TOTAL KGS NETO
840,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-01-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,287819.97,25350.0,1094400.0
841,FERMAGRI S.A.,2016-01-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,128673.0,16762.0,493000.0
842,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-01-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,410878.38,63060.0,1623220.0
843,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-02-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,151705.73,15463.87,547200.0
844,RODRIGUEZ ESPINOSA JOSE LUIS,2016-02-28,RUSSIAN FEDERATION,CARRETERA,ECUADOR,26228.0,2687.66,96000.0
845,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-01-27,CHINA,MARITIMO,ECUADOR,1602506.0,112850.0,6105430.0
846,DELCORP S.A.,2016-02-03,RUSSIAN FEDERATION,MARITIMO,ECUADOR,358422.0,53812.5,2050000.0
847,DELCORP S.A.,2016-02-03,RUSSIAN FEDERATION,MARITIMO,ECUADOR,117808.38,17937.5,2364611.6810344825
848,MERCK C A,2016-03-05,GERMANY,AEREA,ECUADOR,138.65,11.26,222.51
849,ROSALES CALVA ESTALIN SEBASTIAN,2016-03-10,PERU,CARRETERA,ECUADOR,6000.0,223.05,32000.0
850,FERMAGRI S.A.,2016-02-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,251186.41,29680.0,962400.0
851,FERMAGRI S.A.,2016-02-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,124518.4,16537.6,486400.0
852,INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.,2016-02-16,UNITED STATES,MARITIMO,ECUADOR,34550.0,3700.0,140000.0
853,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-02-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,151705.73,15463.87,10000.0
854,RODRIGUEZ ESPINOSA JOSE LUIS,2016-03-14,RUSSIAN FEDERATION,CARRETERA,ECUADOR,21120.0,1800.0,64000.0
855,FERMAGRI S.A.,2016-02-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,117019.0,22060.0,511000.0
856,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2016-02-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,136505.0,15788.0,550000.0
857,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2016-01-29,CHINA,MARITIMO,ECUADOR,160399.2,21710.0,520000.0
858,ROSALES CALVA ESTALIN SEBASTIAN,2016-03-27,PERU,CARRETERA,ECUADOR,12800.0,400.0,32000.0
860,FERMAGRI S.A.,2016-03-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,138434.41,16630.0,530400.0
861,FERMAGRI S.A.,2016-02-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,140891.67,24885.0,550000.0
862,MATERIAS QUIMICAS MATERQUIM C.A.,2016-03-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,53711.2,5864.0,192800.0
863,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-02-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,187761.56,24885.0,1606670.0
864,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-02-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,158590.39,21577.0,1888389.9375
865,FERMAGRI S.A.,2016-03-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,105753.6,14890.0,489600.0
866,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2016-03-06,CHINA,MARITIMO,ECUADOR,142200.0,6600.0,480000.0
867,SOLVESA ECUADOR S.A,2016-03-14,CHINA,MARITIMO,ECUADOR,65941.0,9911.0,294000.0
868,SOLVESA ECUADOR S.A,2016-03-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,61568.0,8345.0,286000.0
869,FERMAGRI S.A.,2016-03-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,111974.4,15760.0,518400.0
870,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-03-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,119715.24,16615.0,1100000.0
871,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-03-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,108157.83,14961.0,1888389.9375
872,FERMAGRI S.A.,2016-03-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,126000.0,10000.0,500000.0
873,DELCORP S.A.,2016-03-14,CHINA,MARITIMO,ECUADOR,49973.0,2800.0,147000.0
874,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-03-14,CHINA,MARITIMO,ECUADOR,159033.59,15840.0,635976.0
875,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-03-21,CHINA,MARITIMO,ECUADOR,342966.41,34160.0,1371524.0
877,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2016-03-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,122200.0,15442.38,521000.0
878,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-03-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,132580.0,16615.0,1073000.0
879,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-03-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,112693.0,16615.0,1724185.5015576323
880,FERMAGRI S.A.,2016-03-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,114405.6,16630.0,522400.0
881,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-03-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,201959.97,25394.82,1650000.0
882,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-03-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,180999.0,22404.0,1888389.9375
883,ROGEL JIMENEZ JAIME ENRIQUE,2016-04-25,RUSSIAN FEDERATION,CARRETERA,ECUADOR,5346.08,350.0,32000.0
886,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2016-04-03,BELGIUM,MARITIMO,ECUADOR,6801.95,857.91,29000.0
887,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-04-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,135563.33,15463.87,547200.0
888,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-04-02,CHINA,MARITIMO,ECUADOR,453521.5,45100.0,2050000.0
889,FERMAGRI S.A.,2016-04-06,RUSSIAN FEDERATION,MARITIMO,ECUADOR,113529.6,15760.0,518400.0
890,DELCORP S.A.,2016-03-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,204525.0,24885.0,24643000.0
891,DELCORP S.A.,2016-03-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,204525.0,24885.0,2364611.6810344825
892,DELCORP S.A.,2016-03-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,170257.25,20750.0,2364611.6810344825
893,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-04-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,485980.0,60500.0,2200000.0
894,QUAREK S.A.,2016-03-29,CHINA,MARITIMO,ECUADOR,101860.68,9439.32,420000.0
895,FERMAGRI S.A.,2016-04-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,93381.6,13150.0,426400.0
896,SEMBRIOS DE EXPORTACION SEMBRIEXPORT S.A.,2016-04-05,CHINA,MARITIMO,ECUADOR,12185.0,500.0,43000.0
897,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2016-04-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,124567.92,15479.35,502560.0
898,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-04-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,124120.0,23780.0,580000.0
899,LUZURIAGA VARGAS JULIO CESAR,2016-05-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,11520.0,850.0,64000.0
900,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-04-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,217375.0,24050.0,1073000.0
901,AGRONUTRIENTES C.A.,2016-03-30,CHINA,MARITIMO,ECUADOR,56704.96,7522.82,220000.0
902,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-04-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,183254.41,16270.0,720000.0
903,SOLVESA ECUADOR S.A,2016-04-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,60138.0,8345.0,286000.0
904,PIÑAS RICAS DEL ECUADOR S.A. PIRECUASA,2016-04-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,34000.0,6857.2,370500.0
905,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-04-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,111280.0,21320.0,521309.0
906,EMPRESA PUBLICA UNIDAD NACIONAL DE ALMACENAMIENTO UNA EP,2016-04-21,CHINA,MARITIMO,ECUADOR,2629000.0,1082180.0,30800000.0
907,EMPRESA PUBLICA UNIDAD NACIONAL DE ALMACENAMIENTO UNA EP,2016-04-21,CHINA,MARITIMO,ECUADOR,788700.0,1082180.0,26993333.333333332
908,DELCORP S.A.,2016-03-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,136350.0,16615.0,1279212.0
909,DELCORP S.A.,2016-03-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,163620.0,19923.0,2364611.6810344825
910,DELCORP S.A.,2016-04-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,133517.5,16615.0,1195960.0
911,DELCORP S.A.,2016-04-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,147142.2,18269.0,2364611.6810344825
912,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-04-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,117779.38,16615.0,1073000.0
913,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-04-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,100112.47,14134.0,1888389.9375
914,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-05-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,199151.14,17640.0,777600.0
915,ROGEL JIMENEZ JAIME ENRIQUE,2016-05-31,RUSSIAN FEDERATION,CARRETERA,ECUADOR,9900.0,631.58,32000.0
916,DELCORP S.A.,2016-05-17,UNITED STATES,MARITIMO,ECUADOR,104583.47,29285.52,488092.0
917,FERMAGRI S.A.,2016-05-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,104023.0,14297.0,493000.0
918,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2016-05-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,265968.0,36000.0,1200000.0
919,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-05-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,174870.0,38280.0,870000.0
920,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-05-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,715456.0,96000.0,3200000.0
921,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-05-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,128723.98,15615.0,580000.0
922,FERMAGRI S.A.,2016-05-10,RUSSIAN FEDERATION,MARITIMO,ECUADOR,100699.75,13840.25,477250.0
923,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-05-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,220890.0,45510.0,2199800.0
924,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-05-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,216870.2,44681.8,1724185.5015576323
925,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-05-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,130100.0,15615.0,580000.0
926,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-05-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,110160.0,22140.0,540000.0
927,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-05-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,167361.98,16270.0,662400.0
928,LUZURIAGA VARGAS JULIO CESAR,2016-06-24,RUSSIAN FEDERATION,CARRETERA,ECUADOR,13845.0,1033.66,96000.0
929,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-05-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,128723.98,15615.0,580000.0
930,ROGEL JIMENEZ JAIME ENRIQUE,2016-06-27,RUSSIAN FEDERATION,CARRETERA,ECUADOR,4650.0,354.88,32000.0
931,ROGEL JIMENEZ JAIME ENRIQUE,2016-06-27,RUSSIAN FEDERATION,CARRETERA,ECUADOR,1550.0,118.3,42666.666666666664
933,DELCORP S.A.,2016-05-30,UNITED STATES,MARITIMO,ECUADOR,110456.61,30930.12,515502.0
934,INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.,2016-05-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,27477.6,2820.0,115200.0
935,SOLVESA ECUADOR S.A,2016-06-04,RUSSIAN FEDERATION,MARITIMO,ECUADOR,67980.0,13530.0,330000.0
936,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-05-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,91259.0,11730.0,410290.0
937,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-06-04,RUSSIAN FEDERATION,MARITIMO,ECUADOR,225828.0,44280.0,1080000.0
938,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-06-10,RUSSIAN FEDERATION,MARITIMO,ECUADOR,339075.0,72600.0,1650000.0
939,ROSALES CALVA ESTALIN SEBASTIAN,2016-07-07,PERU,CARRETERA,ECUADOR,11392.0,400.0,32000.0
940,ROGEL JIMENEZ JAIME ENRIQUE,2016-07-07,RUSSIAN FEDERATION,CARRETERA,ECUADOR,3905.0,287.28,32000.0
941,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-06-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,239390.0,37370.0,1006400.0
942,SOLVESA ECUADOR S.A,2016-06-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,70012.8,15523.2,316800.0
944,MERCK C A,2016-07-18,GERMANY,AEREA,ECUADOR,25.3,9.92,1310.59
946,RUIZ JARAMILLO CRISTOVAL ERNESTO,2016-07-21,RUSSIAN FEDERATION,CARRETERA,ECUADOR,6922.5,581.98,53500.0
947,ROGEL JIMENEZ JAIME ENRIQUE,2016-07-21,RUSSIAN FEDERATION,CARRETERA,ECUADOR,3195.0,212.7,32000.0
948,ROGEL JIMENEZ JAIME ENRIQUE,2016-07-21,RUSSIAN FEDERATION,CARRETERA,ECUADOR,4260.0,283.59,42666.666666666664
949,SOLVESA ECUADOR S.A,2016-06-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,69333.0,6270.0,319000.0
951,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-06-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,229316.38,20520.0,1044000.0
952,ESPINOZA DIAZ AURELIO RAMIRO,2016-07-26,RUSSIAN FEDERATION,CARRETERA,ECUADOR,4020.0,277.88,32000.0
954,ECUATORIANA DE GRANOS S.A. ECUAGRAN,2016-06-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,87711.0,9355.98,1040000.0
955,ECUATORIANA DE GRANOS S.A. ECUAGRAN,2016-06-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,87430.12,9383.01,1040000.0
956,ECUATORIANA DE GRANOS S.A. ECUAGRAN,2016-06-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,86892.27,9383.01,1040000.0
957,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-06-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,221421.59,44280.0,1080000.0
958,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-06-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,110160.0,22140.0,540000.0
959,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-07-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,167040.0,15840.0,720000.0
960,FERMAGRI S.A.,2016-06-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,131724.0,12690.0,504000.0
961,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-07-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,233376.0,33000.0,1100000.0
962,ROGEL JIMENEZ JAIME ENRIQUE,2016-08-10,RUSSIAN FEDERATION,CARRETERA,ECUADOR,2840.0,214.93,32000.0
963,DELCORP S.A.,2016-06-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,146183.2,15615.0,580000.0
964,DELCORP S.A.,2016-06-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,146183.2,15615.0,580000.0
965,ROGEL JIMENEZ JAIME ENRIQUE,2016-08-14,RUSSIAN FEDERATION,CARRETERA,ECUADOR,8520.0,539.47,32000.0
966,ROGEL JIMENEZ JAIME ENRIQUE,2016-08-14,RUSSIAN FEDERATION,CARRETERA,ECUADOR,1775.0,112.39,42666.666666666664
968,ROSALES CALVA ESTALIN SEBASTIAN,2016-08-18,PERU,CARRETERA,ECUADOR,5664.0,239.19,32000.0
969,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-07-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,115661.5,12938.0,1094000.0
970,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-07-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,117505.5,12938.0,1724185.5015576323
971,IMPORTEN CIA LTDA,2016-07-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,27258.0,3180.0,114000.0
972,ROGEL JIMENEZ JAIME ENRIQUE,2016-08-25,RUSSIAN FEDERATION,CARRETERA,ECUADOR,5680.0,342.86,32000.0
973,MERCK C A,2016-08-29,GERMANY,AEREA,ECUADOR,160.35,21.65,533.69
974,ANDERS ECUADOR CIA. LTDA.,2016-08-28,UNITED STATES,AEREA,ECUADOR,502.48,555.72,150.0
975,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-08-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,120787.2,10886.4,518400.0
976,SOLVESA ECUADOR S.A,2016-07-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,81984.0,9553.0,392000.0
977,ACABADOS TEXTILES DEL ECUADOR S.A. ACATEXTIL,2016-08-22,COLOMBIA,CARRETERA,ECUADOR,182.19,7.36,1971.0
978,DELCORP S.A.,2016-08-12,BELARUS,MARITIMO,ECUADOR,217844.0,37400.0,1100000.0
979,ROGEL JIMENEZ JAIME ENRIQUE,2016-09-07,RUSSIAN FEDERATION,CARRETERA,ECUADOR,7100.0,507.63,32000.0
981,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2016-08-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,108399.5,18700.0,549990.0
982,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-08-12,LITHUANIA,MARITIMO,ECUADOR,218762.5,37400.0,1100000.0
983,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-08-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,121772.16,9901.44,518400.0
984,ROGEL JIMENEZ JAIME ENRIQUE,2016-09-15,RUSSIAN FEDERATION,CARRETERA,ECUADOR,3550.0,253.21,32000.0
985,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-08-12,BELARUS,MARITIMO,ECUADOR,560560.0,93500.0,2750000.0
986,SOLVESA ECUADOR S.A,2016-08-27,CHINA,MARITIMO,ECUADOR,68657.59,8855.0,300300.0
987,FERMAGRI S.A.,2016-08-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,98784.0,13960.0,504000.0
989,FERMAGRI S.A.,2016-08-27,LITHUANIA,MARITIMO,ECUADOR,128033.89,15295.0,513450.0
990,ROGEL JIMENEZ JAIME ENRIQUE,2016-09-26,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14200.0,1048.23,64000.0
993,ROSALES CALVA ESTALIN SEBASTIAN,2016-09-29,PERU,CARRETERA,ECUADOR,5568.0,453.6,32000.0
994,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-09-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,119064.0,37400.0,616000.0
995,RODRIGUEZ ESPINOSA JOSE LUIS,2016-10-05,RUSSIAN FEDERATION,CARRETERA,ECUADOR,17472.0,1760.0,64000.0
996,SOLVESA ECUADOR S.A,2016-09-10,RUSSIAN FEDERATION,MARITIMO,ECUADOR,59070.0,13530.0,330000.0
997,ROGEL JIMENEZ JAIME ENRIQUE,2016-10-10,RUSSIAN FEDERATION,CARRETERA,ECUADOR,12425.0,910.03,64000.0
998,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2016-09-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,134076.25,13650.15,581600.0
999,FERMAGRI S.A.,2016-09-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,103680.0,13960.0,518400.0
1000,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-09-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,109179.2,23780.0,580000.0
1001,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-09-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,343499.47,36580.0,1617000.0
1002,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-09-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,203632.0,45100.0,1100000.0
1003,RODRIGUEZ ESPINOSA JOSE LUIS,2016-10-20,RUSSIAN FEDERATION,CARRETERA,ECUADOR,17280.0,1760.0,64000.0
1004,FERMAGRI S.A.,2016-09-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,109440.0,14730.0,547200.0
1011,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-09-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,300242.81,65395.0,1595000.0
1012,ROGEL JIMENEZ JAIME ENRIQUE,2016-10-26,RUSSIAN FEDERATION,CARRETERA,ECUADOR,3550.0,290.67,32000.0
1013,MERCK C A,2016-10-27,GERMANY,AEREA,ECUADOR,30.47,4.76,1181.35
1014,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-09-29,RUSSIAN FEDERATION,MARITIMO,ECUADOR,443872.0,79200.0,2200000.0
1016,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-10-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,320503.03,67568.0,1648000.0
1017,FERMAGRI S.A.,2016-10-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,109987.2,14730.0,547200.0
1018,FERMAGRI S.A.,2016-10-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,236500.0,26085.0,1100000.0
1019,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-10-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,100573.2,37370.0,512800.0
1020,DELCORP S.A.,2016-10-09,CHINA,MARITIMO,ECUADOR,72576.0,9000.0,198000.0
1027,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-10-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,100573.41,37369.79,512800.0
1028,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-10-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,38304.0,8668.8,201600.0
1029,SOLVESA ECUADOR S.A,2016-10-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,80040.0,17835.0,435000.0
1030,FERMAGRI S.A.,2016-10-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,115025.0,12690.0,535000.0
1031,CALDERON ROGEL JEFFERSON ALEJANDRO,2016-11-24,RUSSIAN FEDERATION,CARRETERA,ECUADOR,10240.0,900.0,32000.0
1032,DIAZ DIAZ YLVIA DE JESUS,2016-11-24,RUSSIAN FEDERATION,CARRETERA,ECUADOR,10240.0,900.0,32000.0
1035,ACABADOS TEXTILES DEL ECUADOR S.A. ACATEXTIL,2016-11-23,COLOMBIA,CARRETERA,ECUADOR,120.0,42.36,7702.5
1038,ROGEL JIMENEZ JAIME ENRIQUE,2016-11-28,RUSSIAN FEDERATION,CARRETERA,ECUADOR,2950.0,279.0,32000.0
1039,CALVA CALVA CHESDMER YAKSON,2016-11-29,RUSSIAN FEDERATION,CARRETERA,ECUADOR,18972.0,1700.0,64000.0
1040,CALDERON ROGEL JEFFERSON ALEJANDRO,2016-12-01,RUSSIAN FEDERATION,CARRETERA,ECUADOR,18680.0,1800.0,64000.0
1041,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-11-06,RUSSIAN FEDERATION,MARITIMO,ECUADOR,102079.6,37370.0,518400.0
1042,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2016-11-04,RUSSIAN FEDERATION,MARITIMO,ECUADOR,78735.0,17835.0,435000.0
1043,FERMAGRI S.A.,2016-11-04,RUSSIAN FEDERATION,MARITIMO,ECUADOR,268105.0,28896.0,1247000.0
1044,DIPROADE DISTRIBUIDORA DE PRODUCTOS AGRICOLAS DEL ECUADOR SOCIEDAD ANONIMA,2016-10-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,124556.4,10746.0,518400.0
1045,SOLVESA ECUADOR S.A,2016-11-06,RUSSIAN FEDERATION,MARITIMO,ECUADOR,68348.5,7522.0,319000.0
1046,FERMAGRI S.A.,2016-11-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,77425.0,8876.0,373000.0
1047,DELCORP S.A.,2016-11-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,909843.75,157500.0,4500000.0
1048,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2016-11-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1015250.0,175000.0,5000000.0
1049,DIPROADE DISTRIBUIDORA DE PRODUCTOS AGRICOLAS DEL ECUADOR SOCIEDAD ANONIMA,2016-11-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,132004.0,9900.0,506800.0
1050,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2016-11-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,236743.36,35000.0,1018065.0
1051,LUZURIAGA VARGAS JULIO CESAR,2016-12-17,RUSSIAN FEDERATION,CARRETERA,ECUADOR,4401.56,433.53,128000.0
